335
  2     14.2087   -6.38241   0.44403   -0.0626312   0.00317247           
ZrN         2   N Zr 1 1
  2     13.8147   -7.4335   0.478696   -0.0659346   0.00328551           
N2         1   N 2
  2     13.5903   -10.5855   0.220671   -0.0299975   0.00149927           
N2O         2   N O 2 1
  2     26.491   -12.1085   0.15738   -0.0225474   0.00117848           
N2O4         2   N O 2 4
  2     65.4325   -20.2024   0.0184718   -0.00482021   0.000356065           
NaO         2   Na O 1 1
  2     11.7987   -3.60424   0.332658   -0.0484233   0.002497           
NdO         2   Nd O 1 1
  2     13.4426   -7.96395   0.162517   -0.0213285   0.00103488           
NdO2         2   Nd O 1 2
  2     26.5354   -16.013   0.0870576   -0.0120053   0.000604196           
NiO         2   Ni O 1 1
  2     13.0129   -4.67806   0.210761   -0.0282512   0.00140004           
O-         2   O el 1 1
  2     10.8606   -3.44834   0.517816   -0.0671254   0.00323531           
PO         2   O P 1 1
  2     12.8523   -7.23085   0.342006   -0.0494632   0.00254448           
SO         2   O S 1 1
  2     12.9292   -5.98897   0.162527   -0.0216652   0.00106757           
S2O         2   O S 1 2
  2     25.7983   -9.71473   0.202815   -0.0271519   0.00134122           
OSc         2   O Sc 1 1
  2     13.7467   -8.44296   0.480722   -0.0696697   0.00357468           
OSc2         2   O Sc 1 2
  2     27.6353   -13.1485   0.843225   -0.123867   0.00639695           
SiO         2   O Si 1 1
  2     13.4132   -8.89098   0.150424   -0.0195811   0.000948283           
OSr         2   O Sr 1 1
  2     12.4581   -6.88081   0.691678   -0.10216   0.00529547           
OSr2         2   O Sr 1 2
  2     25.771   -11.5958   1.15953   -0.174808   0.00915186           
TiO         2   O Ti 1 1
  2     13.3981   -8.17562   0.408726   -0.0579369   0.00292873           
VO         2   O V 1 1
  2     13.8111   -7.70197   0.370559   -0.0514671   0.00258608           
OY         2   O Y 1 1
  2     13.5143   -8.60752   0.406998   -0.0580535   0.00295346           
OY2         2   O Y 1 2
  2     27.4674   -13.7718   0.847133   -0.123553   0.00635729           
ZrO         2   O Zr 1 1
  2     13.2965   -8.49294   0.195621   -0.0298922   0.00160101           
O2         1   O 2
  2     13.2282   -5.51407   0.0699354   -0.00815109   0.000379699           
O2-         2   O el 2 1
  2     23.7239   -8.03454   0.63127   -0.0816737   0.00393795           
PO2         2   O P 2 1
  2     25.9389   -12.6555   0.273151   -0.0379077   0.00190466           
SO2         2   O S 2 1
  2     26.5472   -11.8819   0.191779   -0.0257362   0.0012839           
ScO2         2   O Sc 2 1
  2     26.909   -15.8243   0.39999   -0.0593631   0.00308752           
SiO2         2   O Si 2 1
  2     26.8034   -13.4312   0.116423   -0.0165331   0.000853869           
TiO2         2   O Ti 2 1
  2     27.901   -14.0306   0.421564   -0.061271   0.00314765           
VO2         2   O V 2 1
  2     27.7537   -14.0396   0.336132   -0.0482149   0.00247797           
YO2         2   O Y 2 1
  2     26.7645   -16.447   0.399913   -0.0589164   0.00305056           
ZrO2         2   O Zr 2 1
  2     26.7934   -16.1507   0.469884   -0.0646361   0.00322772           
SO3         2   O S 3 1
  2     41.4657   -16.4982   0.600366   -0.0907221   0.00479924           
PS         2   P S 1 1
  2     12.3656   -5.43672   0.274423   -0.0388096   0.00196464           
ScS         2   S Sc 1 1
  2     13.4996   -6.48099   0.504577   -0.0731175   0.0037488           
SiS         2   S Si 1 1
  2     13.1818   -7.15469   0.193002   -0.0258256   0.00126482           
SrS         2   S Sr 1 1
  2     12.52   -5.54835   0.714051   -0.105266   0.00544913           
TiS         2   S Ti 1 1
  2     13.3157   -6.24161   0.458293   -0.0649035   0.0032788           
YS         2   S Y 1 1
  2     13.5121   -7.02514   0.511736   -0.0738574   0.00378113           
ZrS         2   S Zr 1 1
  2     13.6944   -7.40244   0.461329   -0.0630044   0.00312238           
S2         1   S 2
  2     12.9599   -5.03819   0.18027   -0.0243241   0.00120489           
Si-         2   Si el 1 1
  2     10.6289   -2.98356   0.37818   -0.0472909   0.00224051           
