184
  3     725952.0   -410409.0   105.863   -0.000458167   8.3358e-08           
H2SO4         3   H O S 2 4 1
  3     936433.0   -592570.0   190.572   -0.000299786   1.02593e-08           
PH2         2   H P 2 1
  3     575972.0   -158572.0   49.5029   0.000502064   -1.46743e-08           
H2S         2   H S 2 1
  3     741911.0   -181063.0   53.5114   0.000494594   -3.39231e-08           
SiH2         2   H Si 2 1
  2     24.664   -6.8873   0.08371   -0.010058   0.00049291           
NH3         2   H N 3 1
  3     1236260.0   -289588.0   85.2686   0.000566638   -3.66862e-08           
PH3         2   H P 3 1
  3     843855.0   -237749.0   81.4198   0.000366264   -1.23043e-08           
SiH3         2   H Si 3 1
  2     36.329   -10.556   0.080945   -0.0086212   0.00039864           
SiH4         2   H Si 4 1
  3     983348.0   -316438.0   113.885   0.000290172   -2.37569e-08           
KO         2   K O 1 1
  3     411974.0   -66340.3   22.8416   -0.000441578   6.69852e-08           
K2SO4       3   K O S 2 4 1
  3     769152.0   -614396.0   192.611   -0.00205045   2.0404e-07           
MgN         2   Mg N 1 1
  3     250267.0   -80949.5   20.5587   4.19383e-05   1.08947e-08           
MgO         2   Mg O 1 1
  3     -368825.0   -79199.1   22.4741   -0.000333176   3.46191e-08           
MgS         2   Mg S 1 1
  3     -364897.0   -64727.8   20.415   -0.000193425   2.73835e-08           
MnO         2   Mn O 1 1
  2     13.246   -5.4769   0.43125   -0.063093   0.0032606           
MnS         2   Mn S 1 1
  2     13.151   -4.3821   0.45737   -0.066849   0.0034521           
NO         2   N O 1 1
  3     318598.0   -153355.0   27.9315   0.00027697   -9.14848e-09           
NO2         2   N O 1 2
  3     470857.0   -228020.0   61.8243   0.000324505   -9.54732e-09           
NO3         2   N O 1 3
  3     442258.0   -278648.0   98.2856   6.50496e-06   7.35167e-09           
PN         2   N P 1 1
  3     217270.0   -169530.0   27.7341   0.000205285   8.52568e-09           
SN         2   N S 1 1
  3     271848.0   -118293.0   26.5189   0.000188122   -5.20791e-09           
SiN         2   N Si 1 1
  3     330323.0   -134105.0   28.2397   -4.0599e-05   5.40508e-09           
TiN         2   N Ti 1 1
  2     14.033   -6.4552   0.5371   -0.076826   0.0039056           
ZrN         2   N Zr 1 1
  3     1235680.0   -95328.2   31.5618   -0.000299673   5.36403e-08           
N2         1   N 2
  3     380144.0   -228698.0   30.9554   0.000271276   -6.21e-09           
N2O         2   N O 2 1
  3     431224.0   -269421.0   64.4178   1.28733e-05   7.77099e-09           
N2O4         2   N O 2 4
  3     592417.0   -467573.0   163.906   -0.000525057   3.57897e-08           
NaO         2   Na O 1 1
  3     263420.0   -67002.7   22.5316   -5.08732e-05   1.70476e-08           
Na2SO4         3   Na O S 2 4 1
  3     484202.0   -607375.0   192.565   -0.00129338   1.03953e-07           
NiO         2   Ni O 1 1
  2     13.013   -5.0171   0.21076   -0.028251   0.0014           
PO         2   O P 1 1
  3     128604.0   -143605.0   26.3196   0.000283274   0.0           
SO         2   O S 1 1
  3     321629.0   -127035.0   28.9402   0.000125603   -9.85969e-09           
ScO         2   O Sc 1 1
  2     13.747   -8.642   0.48072   -0.06967   0.0035747           
SiO         2   O Si 1 1
  3     182780.0   -192839.0   30.3804   0.000416079   -1.91035e-08           
SrO         2   O Sr 1 1
  3     1007200.0   -108101.0   30.1072   -0.00170092   1.38629e-07           
TiO         2   O Ti 1 1
  3     -438897.0   -158111.0   24.9224   0.00108714   -5.62504e-08           
VO         2   O V 1 1
  3     372448.0   -154943.0   30.3026   0.000426039   -1.15337e-08           
YO         2   O Y 1 1
  2     13.514   -8.7775   0.407   -0.058053   0.0029535           
ZrO         2   O Zr 1 1
  3     1159930.0   -198326.0   36.0419   -0.00119334   1.02142e-07           
O2         1   O 2
  3     317263.0   -121503.0   31.1753   0.000253855   -1.73743e-08           
SO2         2   O S 2 1
  3     416261.0   -259787.0   63.0161   0.00023025   -1.21022e-08           
ScO2         2   O Sc 2 1
  2     26.909   -15.824   0.39999   -0.059363   0.0030875           
SiO2         2   O Si 2 1
  3     261948.0   -302036.0   65.9588   0.000107405   0.0           
TiO2         2   O Ti 2 1
  3     -332351.0   -304694.0   58.6984   0.00117096   -5.06729e-08           
VO2         2   O V 2 1
  3     356520.0   -301059.0   61.7016   0.000449857   0.0           
YO2         2   O Y 2 1
  2     26.764   -16.447   0.39991   -0.058916   0.0030506           
ZrO2         2   O Zr 2 1
  3     1415200.0   -341182.0   63.4923   -0.00022661   5.01976e-08           
SO3        2   O S 3 1
  3     454902.0   -343672.0   100.999   5.09991e-05   0.0           
PS         2   P S 1 1
  3     135050.0   -109920.0   24.8638   0.000202791   2.43618e-09           
P2         1   P 2
  3     92935.3   -117921.0   27.4788   0.000196149   1.92519e-08           
ScS         2   S Sc 1 1
  2     13.5   -6.464   0.50458   -0.073117   0.0037488           
SiS         2   S Si 1 1
  3     144507.0   -149916.0   28.7381   0.000396186   -2.18002e-08           
SrS         2   S Sr 1 1
  3     962153.0   -85902.3   29.3755   -0.00214852   1.85611e-07           
TiS         2   S Ti 1 1
  2     13.316   -6.2216   0.45829   -0.064903   0.0032788           
YS         2   S Y 1 1
  2     13.512   -7.0421   0.51174   -0.073857   0.0037811           
ZrS         2   S Zr 1 1
  2     13.694   -7.4024   0.46133   -0.063004   0.0031224           
S2         1   S 2
  3     224963.0   -103636.0   28.5814   0.000177872   -8.41752e-09           
Si2         1   Si 2
  3     -110204.0   -74117.9   25.747   0.000137542   -2.83506e-09           
