204
  1     -28.0456   13.4232   -0.0189815   0.000570964   -7.18e-06           
NSi2         2   N Si 1 2
  1     -57.0745   23.61   -0.0363584   0.00241904   -6.24e-05           
N2         1   N 2
  1     -30.2176   23.1125   -0.0417465   0.00126925   -1.29e-05           
N2O         2   N O 2 1
  1     -60.2939   27.0275   -0.0314034   0.00104561   -1.658e-05           
N2O3         2   N O 2 3
  1     -117.441   39.1071   -0.0388276   0.00102625   -1.33e-05           
N2O4         2   N O 2 4
  1     -150.454   46.2544   0.0638407   -0.00629386   0.000166959           
N2O5         2   N O 2 5
  1     -178.535   52.2542   0.0331267   -0.00359993   9.26e-05           
Na+         2   Na el 1 -1
  1     21.1622   -13.1565   0.0797334   -0.00209709   1.86e-05           
NaO         2   Na O 1 1
  1     -25.3197   6.82584   -0.0363329   0.0022017   -5.15e-05           
NaO-         3   Na O el 1 1 1
  1     -48.5244   12.8021   -0.0940452   0.00245915   -2.17e-05           
Na2         1   Na 2
  1     -24.4144   2.20255   -0.0600936   0.00310399   -5.49e-05           
Na2O4S         3   Na O S 2 4 1
  1     -177.47   60.0553   0.0376423   -0.00174073   1.99e-05           
O-         2   O el 1 1
  1     -22.9505   5.53415   -0.285723   0.0188452   -0.000456046           
O+         2   O el 1 -1
  1     21.6919   -33.3262   0.223016   -0.0120273   0.000236243           
OS         2   O S 1 1
  1     -28.9971   12.9926   -0.0633653   0.00382418   -9.05e-05           
OS2         2   O S 1 2
  1     -58.5118   21.3385   -0.080408   0.00482905   -0.000115527           
OSi         2   O Si 1 1
  1     -30.1526   19.5463   -0.0347731   0.00105233   -1.08e-05           
OTi         2   O Ti 1 1
  1     -29.0679   16.6123   -0.0773324   0.00389298   -6.89e-05           
O2         1   O 2
  1     -30.144   12.3894   -0.0496055   0.00263048   -5.72e-05           
O2-         2   O el 2 1
  1     -52.0064   15.5197   -0.339363   0.0220199   -0.000530088           
O2S         2   O S 2 1
  1     -60.1171   26.306   -0.0615231   0.00320345   -7.16e-05           
O2Si         2   O Si 2 1
  1     -61.21   30.2681   -0.0195517   0.000453396   -4.16e-06           
O2Ti         2   O Ti 2 1
  1     -60.1055   31.2168   -0.0570534   0.00178001   -1.8563e-05           
O3         1   O 3
  1     -60.065   15.0328   -0.0551084   0.00291542   -6.6043e-05           
S+         2   S el 1 -1
  1     21.6211   -25.7166   0.199802   -0.00984352   0.000169172           
SSi         2   S Si 1 1
  1     -29.3482   15.2648   -0.0339946   0.00104485   -1.08e-05           
STi         2   S Ti 1 1
  1     -30.666   14.3744   -1.05544   0.149472   -0.00755107           
S2         1   S 2
  1     -28.7124   10.5376   -0.0310817   0.00120818   -1.87e-05           
S7         1   S 7
  1     -175.654   43.4076   0.0187413   -0.000601856   5.93e-06           
S8         1   S 8
  1     -206.374   50.0617   0.0552495   -0.00217612   2.39e-05           
Si+         2   Si el 1 -1
  1     21.909   -20.6391   0.192716   -0.00928472   0.000157071           
Si2         1   Si 2
  1     -27.1218   7.49652   -0.00833304   0.000852044   -2.88e-05           
Si3         1   Si 3
  1     -57.0581   17.3378   -0.0343757   0.0024362   -6.3745e-05           
Ti+         2   Ti el 1 -1
  1     23.1667   -17.6182   0.190299   -0.00897969   0.000150066           
